eid,subject,session_type,video_qc_score,qc_videoLeft_focus,qc_videoLeft_position,qc_videoLeft_brightness,qc_videoLeft_resolution,qc_videoLeft_wheel_alignment,qc_videoLeft_timestamps,qc_videoLeft_dropped_frames,qc_videoLeft_pin_state,session_length,video_length,length_discrepancy,framerate_from_tpts,LP,LP QC,Alyx LP QC plots,Failed to plot,Behav sync,Motion Energy,LP tongue tracking,Lick detection,LP Paws,LP Notes
5c179d07-235c-4673-87d2-d961f0139140,ZFM-04019,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3390.605703,3406.099234,15.49353133,0.0333,Complete,PASS,5c179d07-235c-4673-87d2-d961f0139140,,,,,,,good
0f41a88d-6746-4754-b8da-2992dcfcb55d,ZFM-04019,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4855.193501,4895.658399,40.464898,0.0333,Complete,PASS,0f41a88d-6746-4754-b8da-2992dcfcb55d,,,,,,,good; check lick raster
2130575d-5834-42c0-b4c9-c195cba80cb8,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3495.703401,3521.903132,26.19973133,0.0333,Complete,PASS,2130575d-5834-42c0-b4c9-c195cba80cb8,,,,,,,good some delay
9c37c6e0-9bf0-4bde-b79a-4d6e95886350,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3786.670602,3819.537266,32.86666367,0.0333,Complete,PASS,9c37c6e0-9bf0-4bde-b79a-4d6e95886350,,,,,,,good; delay to start licking?
173b48e4-8201-44f5-8c36-7886afcd82e2,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3339.328801,3342.446565,3.117763667,0.0333,Complete,WARNING,173b48e4-8201-44f5-8c36-7886afcd82e2,,probably timestamps,,,,,timestamps?
f930de5b-41d4-4bd7-9a54-8ae4f81b99f7,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,6404.462501,6422.439366,17.97686467,0.0333,Complete,CRITICAL,f930de5b-41d4-4bd7-9a54-8ae4f81b99f7,,timestamps,,,,,TIMESTAMPS
bc7a39b5-0e99-41e0-ba01-03a1380e1237,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,6754.951,6757.118731,2.167731333,0.0333,Complete,PASS,bc7a39b5-0e99-41e0-ba01-03a1380e1237,,,,,,,good; dense lick raster
f0ebdfe3-15dd-4f71-b35e-aea6400b2b8b,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,6657.706801,6679.641199,21.934398,0.0333,Complete,PASS,f0ebdfe3-15dd-4f71-b35e-aea6400b2b8b,,,,,,,"good, less engaged at the end"
45335143-4cdb-4f55-bda3-3d2046b6b7e7,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3420.4548,3474.671266,54.21646567,0.0333,Complete,PASS,45335143-4cdb-4f55-bda3-3d2046b6b7e7,,,,,,,good
3dffc578-3fa8-4d01-b0df-a61a5593be46,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4459.8686,4509.585899,49.717299,0.0333,Complete,CRITICAL,3dffc578-3fa8-4d01-b0df-a61a5593be46,,probably timestamps,,,,,timestamps?
65f90bf6-5124-430a-ab73-134ac6fb374f,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3266.084601,3280.313466,14.22886467,0.0333,Complete,WARNING,65f90bf6-5124-430a-ab73-134ac6fb374f,,probably timestamps,,,,,"bad for dlc and LP, timestamps?"
820790a2-7ae5-4daa-8871-e8e55d0a317d,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3604.988202,3627.2869,22.298698,0.0333,Complete,CRITICAL,820790a2-7ae5-4daa-8871-e8e55d0a317d,,probably timestamps,,,,,timestamps?
a1ccc8ed-9829-4af8-91fd-cc1c83b74b98,ZFM-04022,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4768.349901,4778.579232,10.22933133,0.0333,Complete,PASS,a1ccc8ed-9829-4af8-91fd-cc1c83b74b98,,,,,,,good
d2c9b9c1-28e1-47db-a165-54f822ba6c30,ZFM-04026,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,6357.108101,6367.557331,10.44923033,0.0333,Complete,PASS,d2c9b9c1-28e1-47db-a165-54f822ba6c30,,,,,,,good
8af59882-3b50-4f1b-873c-46040587775b,ZFM-04026,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4864.523601,4868.448866,3.925264667,0.0333,Complete,CRITICAL,8af59882-3b50-4f1b-873c-46040587775b,,timestamps,,,,,TIMESTAMPS
78bbffca-cd76-4f00-9c73-9dc2a528ac62,ZFM-04026,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3028.518901,3031.315265,2.796363667,0.0333,Complete,PASS,78bbffca-cd76-4f00-9c73-9dc2a528ac62,,,,,,,50 trials
296c7e55-e338-43f2-b5bb-2ad6e0c52436,ZFM-04026,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4815.772202,4851.664033,35.89183133,0.0333,Complete,CRITICAL,296c7e55-e338-43f2-b5bb-2ad6e0c52436,,timestamps,,,,,TIMESTAMPS
990aff49-5e4b-4b75-a597-3b4dd3b29720,ZFM-04026,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,6294.319801,6299.328131,5.008330333,0.0333,Complete,PASS,990aff49-5e4b-4b75-a597-3b4dd3b29720,,,,,,,good/ok
017b9cc4-b718-402a-8406-8194b1e911a4,ZFM-04392,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,4832.147931,,0.0334,Complete,CRITICAL,017b9cc4-b718-402a-8406-8194b1e911a4,,timestamps,,,,,
eafc9110-276d-4a55-8f23-5e21de257344,ZFM-04533,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3313.483501,3311.739032,-1.744468667,0.0333,Complete,PASS,eafc9110-276d-4a55-8f23-5e21de257344,,,,,,,"good; delay, few licks? check"
5782c52f-81dc-403f-bb94-4f39dc4a92a3,ZFM-04533,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3986.730401,4000.563066,13.83266467,0.0333,Complete,PASS,5782c52f-81dc-403f-bb94-4f39dc4a92a3,,,,,,,not so good/noisy
4ac35324-a13c-4517-a61f-7183a2f6ff44,ZFM-04533,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3752.472501,3763.167899,10.695398,0.0333,Complete,CRITICAL,4ac35324-a13c-4517-a61f-7183a2f6ff44,,timestamps,,,,,TIMESTAMPS
1b3db3e1-9777-4ad5-80e9-703c87550ad2,ZFM-04533,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2980.873501,2982.907499,2.033998,0.0333,Complete,PASS,1b3db3e1-9777-4ad5-80e9-703c87550ad2,,,,,,,"ok, check lick raster"
51678022-d298-475a-a740-3e46a2159424,ZFM-04534,biased,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2741.647302,2745.856999,4.209697,0.0334,Complete,PASS,51678022-d298-475a-a740-3e46a2159424,,,,,,,good; little delay?
4d485b85-d1d0-47dc-a81a-f55e73a845de,ZFM-09394,biased,1,PASS,PASS,PASS,PASS,NOT_SET,PASS,PASS,PASS,2893.727457,2778.888832,-114.8386247,0.0333,Complete,PASS,4d485b85-d1d0-47dc-a81a-f55e73a845de,,,,,,,"ok, sparce lick raster"
6ffe6a5b-ffe6-4ec6-8281-40dde7e47d78,CQ001,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2756.136,2662.9842,-93.1518,0.0333,Complete,PASS,6ffe6a5b-ffe6-4ec6-8281-40dde7e47d78,,,,,,,
86ec4949-473d-47bf-b02b-6ebbf16f65e7,CQ001,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3312.367,3160.7002,-151.6668,0.0333,Complete,PASS,86ec4949-473d-47bf-b02b-6ebbf16f65e7,,,,,,,
be728859-bcee-4efd-8586-3750237611f3,CQ001,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2922.75,2714.537266,-208.2127343,0.0333,Complete,PASS,be728859-bcee-4efd-8586-3750237611f3,,,,,,,
cdbf080a-39d6-461d-beed-e1fec3017cca,CQ001,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2908.047,2712.139733,-195.9072667,0.0333,Complete,PASS,cdbf080a-39d6-461d-beed-e1fec3017cca,,,,,,,
7dd9357d-493e-49c2-9277-431109c81bd9,CQ001,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2868.201,2789.136933,-79.06406667,0.0333,Complete,PASS,7dd9357d-493e-49c2-9277-431109c81bd9,,,,,,,
abeac3b6-b13f-406a-a2ea-481ab05bcd1c,CQ002,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2910.281,2573.398067,-336.8829333,0.0333,Complete,PASS,abeac3b6-b13f-406a-a2ea-481ab05bcd1c,,,,,,,
811d1f99-04f8-4c65-b956-0bc10104aa49,CQ002,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2840.773,2823.2707,-17.5023,0.0333,Complete,PASS,811d1f99-04f8-4c65-b956-0bc10104aa49,,,,,,,
370084fc-1ad9-4063-8586-b59f4c13e35b,CQ002,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2798.463,2670.145033,-128.3179667,0.0333,Complete,PASS,370084fc-1ad9-4063-8586-b59f4c13e35b,,,,,,,
6a6aae4c-1835-4d44-8dda-9af4995684b3,CQ002,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2951.218,2936.769333,-14.44866667,0.0333,Complete,CRITICAL,6a6aae4c-1835-4d44-8dda-9af4995684b3,,timestamps,,,,,TIMESTAMPS
cf330a8d-8bcc-431e-8d4e-5e9a7059f8ed,CQ002,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2863.5,2725.760699,-137.739301,0.0333,Complete,PASS,cf330a8d-8bcc-431e-8d4e-5e9a7059f8ed,,,,,,,
3de586be-e491-479a-b8ba-cc7474e199b9,CQ002,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3015.258,2989.587166,-25.67083433,0.0333,Complete,CRITICAL,3de586be-e491-479a-b8ba-cc7474e199b9,,timestamps,,,,,
9b772c6b-ee7b-44e0-9259-83bab6df7a1d,CQ002,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2727.005,2523.5477,-203.4573,0.0333,Complete,PASS,9b772c6b-ee7b-44e0-9259-83bab6df7a1d,,,,,,,
f080f328-fc13-4039-ad4c-100ef3f7e361,CQ002,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2795.05,2635.5422,-159.5078,0.0333,Complete,PASS,f080f328-fc13-4039-ad4c-100ef3f7e361,,,,,,,
1385c540-5a6f-4ca4-9027-30f2f247779a,CQ005,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3331.471,3176.285166,-155.1858343,0.0333,Complete,PASS,1385c540-5a6f-4ca4-9027-30f2f247779a,,,,,,,
05cb6a70-73f6-40e0-a289-ee863e3730bb,CQ005,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2919.63,2888.580432,-31.04956767,0.0333,Complete,PASS,05cb6a70-73f6-40e0-a289-ee863e3730bb,,,,,,,ok
4a698533-daaf-4905-b8ca-f54d65b3fa89,CQ005,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5050.771,4908.477198,-142.293802,0.0333,Complete,PASS,4a698533-daaf-4905-b8ca-f54d65b3fa89,,,,,,,
f9a5ef7d-fc38-4bf9-a5f1-ff36b50fdeaf,CQ005,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2708.039,2524.4766,-183.5624,0.0333,Complete,PASS,f9a5ef7d-fc38-4bf9-a5f1-ff36b50fdeaf,,,,,,,
73bb46f9-9c38-4310-8f59-2d41468818d1,CQ005,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2923.966,2703.678124,-220.2878758,0.0101,Complete,PASS,73bb46f9-9c38-4310-8f59-2d41468818d1,,,,,,,
854136b8-0c33-4141-994b-ed9aaae9d962,CQ005,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3013.678,2845.454566,-168.2234343,0.0333,Complete,PASS,854136b8-0c33-4141-994b-ed9aaae9d962,,,,,,,
75b3c508-c514-43dd-92cc-e4a92cb078aa,CQ005,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3156.079,2996.616433,-159.4625667,0.0333,Complete,PASS,75b3c508-c514-43dd-92cc-e4a92cb078aa,,,,,,,
b9cfb57c-e408-40b1-a705-47b814a777b8,CQ005,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3406.507,3376.140133,-30.36686667,0.0333,Complete,WARNING,b9cfb57c-e408-40b1-a705-47b814a777b8,,,,,,,"odd lick raster - timestamps issue, but just based on that?"
ee0072c8-ea54-4b5d-8903-8c183b7d2ca2,CQ006,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2881.515,2675.813366,-205.7016343,0.0333,Complete,PASS,ee0072c8-ea54-4b5d-8903-8c183b7d2ca2,,,,,,,
5d98630a-c02a-4195-9241-e4b5a775ec2e,CQ008,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3136.361,2839.331366,-297.0296343,0.0333,Complete,PASS,5d98630a-c02a-4195-9241-e4b5a775ec2e,,,,,,,
6fd87899-e087-4450-b465-265554c0ca72,CQ008,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2739.075,2661.159398,-77.915602,0.0333,Complete,WARNING,6fd87899-e087-4450-b465-265554c0ca72,,,,,,,very few licks
1e37b5a6-516b-4b2b-b52d-262367723123,CQ008,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2768.298,2554.389031,-213.9089687,0.0333,Complete,PASS,1e37b5a6-516b-4b2b-b52d-262367723123,,,,,,,
509d959a-5219-4c57-b924-74d2006b7443,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2765.687,2649.5958,-116.0912,0.0333,Complete,PASS,509d959a-5219-4c57-b924-74d2006b7443,,,,,,,
36400a0e-e83b-48b2-afda-d5cafa512609,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2774.168,2612.00308,-162.1649202,0.0101,Complete,PASS,36400a0e-e83b-48b2-afda-d5cafa512609,,,,,,,
c77b150d-a422-488d-9e5b-0ef4793ed68b,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2760.211,2647.633299,-112.577701,0.0333,Complete,PASS,c77b150d-a422-488d-9e5b-0ef4793ed68b,,,,,,,good
08b0959d-d4a1-4ac3-8234-77e5160172d5,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2851.559,2703.687293,-147.8717071,0.0101,Complete,PASS,08b0959d-d4a1-4ac3-8234-77e5160172d5,,,,,,,
0ee06ee6-14bb-493e-a00f-3bb53f878693,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3045.287,2906.134679,-139.1523212,0.0101,Complete,PASS,0ee06ee6-14bb-493e-a00f-3bb53f878693,,,,,,,
49320c4f-6fa3-4924-a7b3-6e7f0842298a,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2877.636,2778.321795,-99.31420504,0.0101,Complete,PASS,49320c4f-6fa3-4924-a7b3-6e7f0842298a,,,,,,,
5c72a3b0-a76b-460a-aa0b-066e7e8520c8,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3211.187,3125.366166,-85.82083433,0.0333,Complete,CRITICAL,5c72a3b0-a76b-460a-aa0b-066e7e8520c8,,timestamps,,,,,
db72069e-a2db-4e1e-a35b-e4f69d70251e,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3053.986,2951.591566,-102.3944343,0.0333,Complete,PASS,db72069e-a2db-4e1e-a35b-e4f69d70251e,,,,,,,lick raster sparse but good
13e31949-9299-448e-b91a-5988d26df646,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2972.864,2841.990433,-130.8735667,0.0333,Complete,PASS,13e31949-9299-448e-b91a-5988d26df646,,,,,,,
59d51a76-d91b-4ce8-98bf-64e06a1bf20f,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2884.141,2709.478083,-174.6629172,0.0101,Complete,PASS,59d51a76-d91b-4ce8-98bf-64e06a1bf20f,,,,,,,
a33a7322-97be-49b9-a5fa-60d8cd55d0b8,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2992.302,2848.311482,-143.9905182,0.0101,Complete,PASS,a33a7322-97be-49b9-a5fa-60d8cd55d0b8,,,,,,,
bb79d7bd-5733-4481-bc07-7869cfe4d6c5,CQ009,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2837.445,2767.725766,-69.71923433,0.0333,Complete,PASS,bb79d7bd-5733-4481-bc07-7869cfe4d6c5,,,,,,,
4ccc5088-c0ed-446b-a73f-531035e5fbb5,CQ011,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2738.378,2623.0277,-115.3503,0.0333,Complete,PASS,4ccc5088-c0ed-446b-a73f-531035e5fbb5,,,,,,,ok? check
33a8764d-cb81-44da-bb0d-ff2062ae2177,CQ011,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2877.749,2618.890229,-258.8587707,0.0101,Complete,PASS,33a8764d-cb81-44da-bb0d-ff2062ae2177,,,,,,,
8631d97c-ecd1-4720-829b-697bcd17af1a,CQ011,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3028.825,2917.669122,-111.1558778,0.0101,Complete,WARNING,8631d97c-ecd1-4720-829b-697bcd17af1a,motion energy,probably timestamps,,,,,odd motion energy
9aa4c7a3-814a-4455-83c9-6b3acd977ae9,CQ011,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2800.485,2647.05357,-153.4314303,0.0101,Complete,PASS,9aa4c7a3-814a-4455-83c9-6b3acd977ae9,,,,,,,
f3bb3262-3bf5-4617-8d07-29cb23438c77,CQ013,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2781.014,2664.5183,-116.4957,0.0333,Complete,PASS,f3bb3262-3bf5-4617-8d07-29cb23438c77,,,,,,,
8656db14-e23c-41a6-af0e-1d5918ac3727,ZFM-03447,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3007.604101,3013.354166,5.750064667,0.0333,Complete,PASS,8656db14-e23c-41a6-af0e-1d5918ac3727,,,,,,,"not great, but maybe bad session"
974f1e96-29f8-44cb-abc5-2a76e9e4ef99,ZFM-03447,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2716.995802,2726.275233,9.279431333,0.0333,Complete,PASS,974f1e96-29f8-44cb-abc5-2a76e9e4ef99,,,,,,,[KB]
d4a1fa36-00e8-4309-b070-d96fee4da6d8,ZFM-03447,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4198.374204,4199.930799,1.556595,0.0333,Complete,FAIL,d4a1fa36-00e8-4309-b070-d96fee4da6d8,motion_speed_pupil,,,,,,
2c67c0b2-881d-4fa0-8a6e-ba91b3f65bd1,ZFM-03447,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3547.794101,3575.556199,27.762098,0.0333,Complete,CRITICAL,2c67c0b2-881d-4fa0-8a6e-ba91b3f65bd1,,timestamps,,,,,
900dcd06-32ef-4946-8e0e-887e665a1d46,ZFM-03447,training,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,3559.145001,3561.645166,2.500164667,0.0333,Complete,PASS,900dcd06-32ef-4946-8e0e-887e665a1d46,,,,,,,good
